Name,From,To,Pos,Height,Weight,Birth Date,Colleges,Retired
Isaiah Todd,2022,2023,F,6-10,220,"October 17, 2001",,0
Mike Todorovich,1950,1951,F-C,6-5,220,"June 11, 1923","Washington University in Saint Louis, Notre Dame, Wyoming",1
Ray Tolbert,1982,1989,F,6-9,225,"September 10, 1958",Indiana,1
Tom Tolbert,1989,1995,F-C,6-7,235,"October 16, 1965","University of California, Irvine, Arizona",1
Anthony Tolliver,2009,2021,F-C,6-8,240,"June 1, 1985",Creighton,1
Dean Tolson,1975,1978,F,6-8,190,"November 25, 1951",Arkansas,1
Rudy Tomjanovich,1971,1981,F,6-8,218,"November 24, 1948",Michigan,1
Andrew Toney,1981,1988,G,6-3,178,"November 23, 1957",Louisiana,1
Sedric Toney,1986,1994,G,6-2,178,"April 13, 1962",Dayton,1
Andy Tonkovich,1949,1949,G,6-1,185,"November 1, 1922",Marshall,1
Andy Toolson,1991,1996,G-F,6-6,210,"January 19, 1966",BYU,1
Jack Toomay,1948,1950,C-F,6-6,215,"August 9, 1922",University of the Pacific,1
Bernard Toone,1980,1980,F,6-9,210,"July 14, 1956",Marquette,1
Jacob Toppin,2024,2025,F,6-9,205,"May 8, 2000","Rhode Island, Kentucky",0
Obi Toppin,2021,2025,F,6-9,220,"March 4, 1998",Dayton,0
Irv Torgoff,1947,1949,F,6-2,192,"March 6, 1917",Long Island University,1
Gene Tormohlen,1963,1970,C-F,6-8,230,"May 12, 1937",Tennessee,1
Óscar Torres,2002,2003,F,6-6,210,"December 18, 1976",,1
Juan Toscano-Anderson,2020,2024,F,6-6,209,"April 10, 1993",Marquette,0
Bill Tosheff,1952,1954,G,6-1,175,"June 2, 1926",Indiana,1
Bob Tough,1949,1950,G-F,6-0,185,"August 28, 1920",St. John's,1
Axel Toupane,2016,2021,G-F,6-7,197,"July 23, 1992",,1
Monte Towe,1976,1977,G,5-7,150,"September 27, 1953",NC State,1
Keith Tower,1994,1997,C-F,6-11,250,"May 15, 1970",Notre Dame,1
Blackie Towery,1949,1950,F-C,6-4,210,"June 20, 1920",Western Kentucky,1
Linton Townes,1983,1985,F-G,6-7,190,"November 30, 1959",James Madison University,1
Karl-Anthony Towns,2016,2025,C-F,7-0,248,"November 15, 1995",Kentucky,0
Raymond Townsend,1979,1982,G,6-3,175,"December 20, 1955",UCLA,1
Armel Traoré,2025,2025,F,6-8,215,"January 23, 2003",,0
George Trapp,1972,1977,F-C,6-8,205,"July 11, 1948",Cal State Long Beach,1
John Trapp,1969,1973,F,6-7,210,"October 2, 1945","Voorhees College, Pasadena City College, UNLV",1
Luke Travers,2025,2025,G,6-8,199,"September 3, 2001",,0
Robert Traylor,1999,2005,F,6-8,284,"February 1, 1977",Michigan,1
Gary Trent,1996,2004,F,6-8,250,"September 22, 1974",Ohio University,1
Gary Trent Jr.,2019,2025,G,6-5,209,"January 18, 1999",Duke,0
Jeff Trepagnier,2002,2004,G,6-4,200,"July 11, 1979",USC,1
John Tresvant,1965,1973,F-C,6-7,215,"November 6, 1939",Seattle University,1
Allonzo Trier,2019,2020,G,6-4,200,"January 17, 1996",Arizona,1
Dick Triptow,1949,1950,G-F,6-0,170,"November 3, 1922",DePaul,1
Kelly Tripucka,1982,1991,F-G,6-6,220,"February 16, 1959",Notre Dame,1
Ansley Truitt,1973,1973,C,6-9,215,"August 24, 1950",California,1
Cezary Trybański,2003,2004,C,7-2,240,"September 22, 1979",,1
Jake Tsakalidis,2001,2007,C,7-2,285,"June 10, 1979",,1
John Tschogl,1973,1975,F,6-6,206,"April 25, 1950",UC Santa Barbara,1
Oscar Tshiebwe,2024,2025,F,6-9,260,"November 27, 1999","West Virginia, Kentucky",0
Lou Tsioropoulos,1957,1959,F,6-5,190,"August 31, 1930",Kentucky,1
Nikoloz Tskitishvili,2003,2006,F,7-0,225,"April 14, 1983",,1
Al Tucker,1968,1972,F,6-8,190,"February 24, 1943",Oklahoma Baptist University,1
Alando Tucker,2008,2010,F,6-6,205,"February 11, 1984",Wisconsin,1
Anthony Tucker,1995,1995,F,6-8,220,"April 4, 1969","Georgetown, Wake Forest",1
Jim Tucker,1955,1957,F,6-7,185,"December 11, 1932",Duquesne,1
P.J. Tucker,2007,2024,F,6-5,245,"May 5, 1985",Texas,0
Rayjon Tucker,2020,2022,F,6-3,209,"September 24, 1997","Florida Gulf Coast, Little Rock",0
Trent Tucker,1983,1993,G,6-5,193,"December 20, 1959",Minnesota,1
Ronny Turiaf,2006,2015,F,6-10,249,"January 13, 1983",Gonzaga,1
Mirsad Türkcan,2000,2000,F,6-9,236,"June 7, 1976",,1
Hedo Türkoğlu,2001,2015,F,6-10,220,"March 19, 1979",,1
Andre Turner,1987,1992,G,5-11,160,"December 13, 1964",Memphis,1
Bill Turner,1968,1973,F,6-7,220,"February 18, 1944",University of Akron,1
Elston Turner,1982,1989,G-F,6-5,190,"June 10, 1959",Ole Miss,1
Evan Turner,2011,2020,G,6-6,220,"October 27, 1988",Ohio State,1
Gary Turner,1968,1968,F,6-7,200,"November 23, 1942","Paris Junior College, TCU",1
Henry Turner,1990,1995,G-F,6-7,200,"August 18, 1966",Cal State Fullerton,1
Herschell Turner,1968,1968,G,6-2,195,"March 29, 1938",Nebraska,1
Jack Turner,1955,1955,F-G,6-4,170,"June 29, 1930",Western Kentucky,1
Jack Turner,1962,1962,G-F,6-5,200,"June 5, 1939",Louisville,1
Jeff Turner,1985,1996,F-C,6-9,230,"April 9, 1962",Vanderbilt,1
John Turner,1992,1992,F,6-8,245,"November 30, 1967","Georgetown, Phillips University",1
Myles Turner,2016,2025,C-F,6-11,250,"March 24, 1996",Texas,0
Wayne Turner,2000,2000,G,6-2,190,"March 22, 1976",Kentucky,1
Melvin Turpin,1985,1990,C,6-11,240,"December 28, 1960",Kentucky,1
Dave Twardzik,1973,1980,G,6-1,175,"September 20, 1950",Old Dominion,1
Jack Twyman,1956,1966,F-G,6-6,210,"May 11, 1934",Cincinnati,1
B.J. Tyler,1995,1995,G,6-1,185,"April 30, 1971","DePaul, Texas",1
Jeremy Tyler,2012,2014,C,6-10,260,"June 21, 1991",,1
Terry Tyler,1979,1989,F-G,6-7,215,"October 30, 1956",Detroit Mercy,1
Charlie Tyra,1958,1962,C-F,6-8,230,"August 16, 1935",Louisville,1
Hunter Tyson,2024,2025,F,6-8,215,"June 13, 2000",Clemson,0
Jaylon Tyson,2025,2025,G,6-6,215,"December 2, 2002","Texas, Texas Tech, California",0
Edwin Ubiles,2012,2012,G,6-6,204,"November 26, 1986",Siena College,1
Ekpe Udoh,2011,2019,C-F,6-10,245,"May 20, 1987","Michigan, Baylor",1
Ime Udoka,2004,2011,F,6-6,215,"August 9, 1977","San Francisco, Portland State",1
Beno Udrih,2005,2017,G,6-3,205,"July 5, 1982",,1
Roko Ukić,2009,2010,G,6-5,183,"May 12, 1984",,1
Tyler Ulis,2017,2019,G,5-10,160,"January 5, 1996",Kentucky,1
Stanley Umude,2023,2025,G,6-6,210,"April 12, 1999","South Dakota, Arkansas",0
Wes Unseld,1969,1981,C-F,6-7,245,"March 14, 1946",Louisville,1
Hal Uplinger,1954,1954,G,6-4,185,"September 30, 1929",Long Island University,1
Kelvin Upshaw,1989,1991,G,6-2,180,"January 24, 1963",Utah,1
Jarrod Uthoff,2017,2020,F,6-9,221,"May 19, 1993",Iowa,1
Ben Uzoh,2011,2012,G,6-3,205,"March 19, 1988",Tulsa,1
Steve Vacendak,1968,1970,G,6-1,185,"August 15, 1944",Duke,1
Jonas Valančiūnas,2013,2025,C,6-11,265,"May 6, 1992",,0
Darnell Valentine,1982,1991,G,6-1,183,"February 3, 1959",Kansas,1
Denzel Valentine,2017,2022,G,6-4,220,"November 16, 1993",Michigan State,0
Ronnie Valentine,1981,1981,F,6-7,210,"November 27, 1957",Old Dominion,1
John Vallely,1971,1972,G,6-3,185,"October 3, 1948",UCLA,1
Dick Van Arsdale,1966,1977,G-F,6-5,210,"February 22, 1943",Indiana,1
Tom Van Arsdale,1966,1977,F-G,6-5,202,"February 22, 1943",Indiana,1
Nick Van Exel,1994,2006,G,6-1,170,"November 27, 1971","Trinity Valley CC, Cincinnati",1
Keith Van Horn,1998,2006,F,6-10,220,"October 23, 1975",Utah,1
Norm Van Lier,1970,1979,G,6-1,173,"April 1, 1947",Saint Francis University,1
Dennis Van Zant,1976,1976,F,6-9,210,"June 1, 1952",Azusa Pacific University,1
Fred VanVleet,2017,2025,G,6-0,197,"February 25, 1994",Wichita State,0
Gene Vance,1948,1952,G-F,6-3,195,"February 25, 1923",Illinois,1
Logan Vander Velden,1996,1996,F,6-8,215,"April 3, 1971",Green Bay,1
Jarred Vanderbilt,2019,2024,F,6-8,214,"April 3, 1999",Kentucky,0
Ernie Vandeweghe,1950,1956,F-G,6-3,195,"September 12, 1928",Colgate,1
Kiki Vandeweghe,1981,1993,F,6-8,220,"August 1, 1958",UCLA,1
Nick Vanos,1986,1987,C,7-1,255,"April 13, 1963",Santa Clara,1
David Vanterpool,2001,2001,G,6-5,200,"March 31, 1973",St. Bonaventure,1
Ratko Varda,2002,2002,C,7-1,260,"May 6, 1979",,1
Anderson Varejão,2005,2021,F-C,6-11,273,"September 28, 1982",,1
Jarvis Varnado,2013,2014,F,6-9,230,"March 1, 1988",Mississippi State,1
Greivis Vásquez,2011,2017,G,6-6,217,"January 16, 1987",Maryland,1
Devin Vassell,2021,2025,G-F,6-5,200,"August 23, 2000",Florida State,0
Chico Vaughn,1963,1970,G,6-2,190,"February 19, 1940",Southern Illinois,1
David Vaughn,1975,1976,C,6-11,220,"June 4, 1952",Oral Roberts,1
David Vaughn,1996,1999,F,6-9,240,"March 23, 1973",Memphis,1
Jacque Vaughn,1998,2009,G,6-1,190,"February 11, 1975",Kansas,1
Rashad Vaughn,2016,2018,G,6-6,202,"August 16, 1996",UNLV,1
Virgil Vaughn,1947,1947,F-C,6-4,205,"May 15, 1918",Western Kentucky,1
Loy Vaught,1991,2001,F,6-9,230,"February 27, 1968",Michigan,1
Bob Verga,1968,1974,G,6-1,190,"September 7, 1945",Duke,1
Pete Verhoeven,1982,1987,F,6-9,215,"February 15, 1959",Fresno State,1
Jan Veselý,2012,2014,F,6-11,240,"April 24, 1990",,1
Gundars Vētra,1993,1993,F,6-6,195,"May 22, 1967",,1
Sasha Vezenkov,2024,2024,F,6-9,225,"August 6, 1995",,0
João Vianna,1992,1992,F,6-9,215,"November 15, 1966",,1
Charlie Villanueva,2006,2016,F,6-11,232,"August 24, 1984",UConn,1
Gabe Vincent,2020,2025,G,6-3,195,"June 14, 1996",UC Santa Barbara,0
Jay Vincent,1982,1990,F,6-7,220,"June 10, 1959",Michigan State,1
Sam Vincent,1986,1992,G,6-2,185,"May 18, 1963",Michigan State,1
Marcus Vinicius,2007,2008,F,6-8,225,"May 31, 1984",,1
Fred Vinson,1995,2000,G,6-4,190,"January 28, 1971",Georgia Tech,1
Claude Virden,1973,1973,F,6-6,195,"November 25, 1947",Murray State,1
Gary Voce,1990,1990,F,6-9,240,"November 24, 1965",Notre Dame,1
Floyd Volker,1950,1950,F-C,6-4,205,"June 21, 1921",Wyoming,1
Alexander Volkov,1990,1992,C,6-10,218,"March 28, 1964",,1
Whitey Von Nieda,1950,1950,G-F,6-1,170,"June 19, 1922",Penn State,1
Noah Vonleh,2015,2023,F-C,6-10,257,"August 24, 1995",Indiana,0
Jake Voskuhl,2001,2009,C,6-11,245,"November 1, 1977",UConn,1
Danny Vranes,1982,1988,F,6-7,210,"October 29, 1958",Utah,1
Slavko Vraneš,2004,2004,C,7-5,275,"January 30, 1983",,1
Stojko Vranković,1991,1999,C,7-2,260,"January 22, 1964",,1
Brett Vroman,1981,1981,C,7-0,220,"December 25, 1955","UCLA, UNLV",1
Jackson Vroman,2005,2006,F-C,6-10,220,"June 6, 1981",Iowa State,1
Nikola Vučević,2012,2025,C,6-10,260,"October 24, 1990",USC,0
Sasha Vujačić,2005,2017,G,6-7,195,"March 8, 1984",,1
Tristan Vukcevic,2024,2025,F-C,6-10,223,"March 11, 2003",,0
Butch van Breda Kolff,1947,1950,G-F,6-3,185,"October 28, 1922",NYU,1
Jan van Breda Kolff,1975,1983,F-G,6-7,195,"December 16, 1951",Vanderbilt,1
Dean Wade,2020,2025,F,6-9,228,"November 20, 1996",Kansas State,0
Dwyane Wade,2004,2019,G,6-4,220,"January 17, 1982",Marquette,1
Mark Wade,1988,1990,G,5-11,160,"October 15, 1965","Oklahoma, UNLV",1
Von Wafer,2006,2012,G,6-5,210,"July 21, 1985",Florida State,1
Clint Wager,1950,1950,C-F,6-6,210,"January 20, 1920",Saint Mary's University of Minnesota,1
Dajuan Wagner,2003,2007,G,6-2,200,"February 4, 1983",Memphis,1
Danny Wagner,1950,1950,G,6-0,170,"August 1, 1922",Texas,1
Franz Wagner,2022,2025,G-F,6-10,225,"August 27, 2001",Michigan,0
Milt Wagner,1988,1991,G,6-5,185,"February 20, 1963",Louisville,1
Moritz Wagner,2019,2025,F-C,6-11,245,"April 26, 1997",Michigan,0
Phil Wagner,1969,1969,G,6-2,190,"December 18, 1945",Georgia Tech,1
Ish Wainright,2022,2024,F,6-6,250,"September 12, 1994",Baylor,0
Dion Waiters,2013,2020,G,6-3,215,"December 10, 1991",Syracuse,1
Granville Waiters,1984,1988,C,6-11,225,"January 8, 1961",Ohio State,1
Andre Wakefield,1979,1980,G,6-3,175,"January 11, 1955",Loyola Chicago,1
Neal Walk,1970,1977,C,6-10,220,"July 29, 1948",Florida,1
Andy Walker,1977,1977,G,6-4,190,"March 25, 1955",Niagara University,1
Antoine Walker,1997,2008,F,6-9,224,"August 12, 1976",Kentucky,1
Brady Walker,1949,1952,F-C,6-6,205,"March 15, 1921",BYU,1
Chet Walker,1963,1975,F-G,6-7,212,"February 22, 1940",Bradley,1
Darrell Walker,1984,1993,G,6-4,180,"March 9, 1961",Arkansas,1
Foots Walker,1975,1984,G,6-0,184,"May 21, 1951","Vincennes University, West Georgia",1
Henry Walker,2009,2015,F,6-6,220,"October 9, 1987",Kansas State,1
Horace Walker,1962,1962,F,6-3,210,"April 17, 1937",Michigan State,1
Jabari Walker,2023,2025,F,6-9,215,"July 30, 2002",Colorado,0
Jarace Walker,2024,2025,F,6-8,240,"September 4, 2003",Houston,0
Jimmy Walker,1968,1976,G,6-3,195,"April 8, 1944",Providence,1
Kemba Walker,2012,2023,G,6-0,184,"May 8, 1990",UConn,1
Kenny Walker,1987,1995,F,6-8,210,"August 18, 1964",Kentucky,1
Lonnie Walker IV,2019,2024,G,6-4,204,"December 14, 1998",Miami (FL),0
M.J. Walker,2022,2022,G,6-5,213,"March 28, 1998",Florida State,0
Phil Walker,1978,1978,G,6-3,180,"March 20, 1956",Millersville,1
Samaki Walker,1997,2006,F,6-9,240,"February 25, 1976",Louisville,1
Wally Walker,1977,1984,F,6-7,190,"July 18, 1954",Virginia,1
John Wall,2011,2023,G,6-3,210,"September 6, 1990",Kentucky,0
Ben Wallace,1997,2012,F-C,6-9,240,"September 10, 1974","Cuyahoga Community College, Virginia Union University",1
Cason Wallace,2024,2025,G,6-4,205,"November 7, 2003",Kentucky,0
Gerald Wallace,2002,2015,F,6-7,215,"July 23, 1982",Alabama,1
John Wallace,1997,2004,F,6-8,225,"February 9, 1974",Syracuse,1
Keaton Wallace,2025,2025,G,6-3,195,"February 26, 1999",Texas-San Antonio,0
Rasheed Wallace,1996,2013,F-C,6-11,225,"September 17, 1974",UNC,1
Red Wallace,1947,1947,G,6-1,185,"July 12, 1918",University of Scranton,1
Tyrone Wallace,2018,2022,G,6-5,198,"June 10, 1994",California,1
Dwight Waller,1969,1972,F,6-6,220,"October 5, 1945",Tennessee State,1
Jamie Waller,1988,1988,G,6-4,215,"November 20, 1964",Virginia Union University,1
Jim Walsh,1958,1958,F,6-4,195,"August 29, 1930",Stanford,1
Jordan Walsh,2024,2025,G-F,6-7,205,"March 3, 2004",Arkansas,0
Matt Walsh,2006,2006,G-F,6-6,205,"December 2, 1982",Florida,1
Ja'Kobe Walter,2025,2025,G,6-5,180,"September 4, 2004",Baylor,0
Rex Walters,1994,2000,G,6-4,190,"March 12, 1970","Northwestern, Kansas",1
Paul Walther,1950,1955,G-F,6-2,160,"March 23, 1927",Tennessee,1
Isaac Walthour,1954,1954,G,5-11,163,"August 25, 1930",,1
Bill Walton,1975,1987,C-F,6-11,210,"November 5, 1952",UCLA,1
Derrick Walton,2018,2022,G,6-0,189,"April 3, 1995",Michigan,1
Lloyd Walton,1977,1981,G,6-0,160,"November 23, 1953",Marquette,1
Luke Walton,2004,2013,F,6-8,235,"March 28, 1980",Arizona,1
Brad Wanamaker,2019,2022,G,6-3,210,"July 25, 1989",Pitt,1
Bobby Wanzer,1949,1957,G,6-0,170,"June 4, 1921",Seton Hall,1
Perry Warbington,1975,1975,G,6-2,165,"September 7, 1952",Georgia Southern University,1
Charlie Ward,1995,2005,G,6-2,190,"October 12, 1970",Florida State,1
Gerry Ward,1964,1967,G,6-4,195,"September 6, 1941",Boston College,1
Henry Ward,1976,1977,G-F,6-4,195,"January 30, 1952",Jackson State University,1
Casper Ware,2014,2014,G,5-10,175,"January 17, 1990",Cal State Long Beach,1
Jim Ware,1967,1969,F,6-7,210,"May 2, 1944",Oklahoma City University,1
Kel'el Ware,2025,2025,C,7-0,230,"April 20, 2004","Oregon, Indiana",0
Ben Warley,1963,1970,F-G,6-5,200,"September 4, 1936",Tennessee State,1
Bob Warlick,1966,1970,G-F,6-5,200,"March 20, 1941","University of Southern Colorado, Pepperdine",1
Cornell Warner,1971,1977,F-C,6-9,220,"August 12, 1948",Jackson State University,1
Jameel Warney,2018,2018,F,6-8,260,"January 31, 1994",Stony Brook University,1
Bob Warren,1969,1976,G,6-5,190,"July 17, 1946",Vanderbilt,1
John Warren,1970,1974,G-F,6-3,180,"July 7, 1947",St. John's,1
T.J. Warren,2015,2024,F,6-8,220,"September 5, 1993",NC State,0
Willie Warren,2011,2011,G,6-4,203,"October 22, 1989",Oklahoma,1
Bryan Warrick,1983,1986,G,6-5,195,"July 22, 1959",Saint Joseph's,1
Hakim Warrick,2006,2013,F,6-9,219,"July 8, 1982",Syracuse,1
Chris Washburn,1987,1988,C,6-11,225,"May 13, 1965",NC State,1
Julian Washburn,2019,2019,F,6-8,210,"December 18, 1991",Texas-El Paso,1
Bobby Washington,1970,1972,G,5-11,175,"July 11, 1947",Eastern Kentucky University,1
Darius Washington,2008,2008,G,6-2,195,"December 6, 1985",Memphis,1
Don Washington,1975,1976,F,6-8,210,"April 22, 1952",UNC,1
Duane Washington,1988,1993,G,6-4,195,"August 31, 1964",Middle Tennessee,1
Duane Washington Jr.,2022,2023,G,6-3,210,"March 24, 2000",Ohio State,0
Eric Washington,1998,1999,G,6-4,190,"March 23, 1974",Alabama,1
Jim Washington,1966,1976,F-C,6-6,210,"July 1, 1943",Villanova,1
Kermit Washington,1974,1988,F-C,6-8,230,"September 17, 1951",American University,1
P.J. Washington,2020,2025,F,6-7,230,"August 23, 1998",Kentucky,0
Pearl Washington,1987,1989,G,6-2,190,"January 6, 1964",Syracuse,1
Richard Washington,1977,1982,F-C,6-11,220,"July 15, 1955",UCLA,1
Stan Washington,1975,1975,G,6-4,190,"January 23, 1952",University of San Diego,1
Trooper Washington,1968,1973,F-C,6-7,215,"April 21, 1944",Cheyney (PA),1
TyTy Washington Jr.,2023,2025,G,6-3,197,"November 15, 2001",Kentucky,0
Wilson Washington,1978,1979,F-C,6-9,227,"August 3, 1955",Old Dominion,1
Yuta Watanabe,2019,2024,F,6-9,215,"October 13, 1994",George Washington,0
Lindy Waters III,2022,2025,G,6-6,215,"July 28, 1997",Oklahoma State,0
Tremont Waters,2020,2022,G,5-10,175,"January 10, 1998",LSU,0
Trendon Watford,2022,2025,F,6-9,240,"November 9, 2000",LSU,0
Darryl Watkins,2008,2012,C,6-11,258,"November 8, 1984",Syracuse,1
Bobby Watson,1955,1955,G,6-0,160,"March 22, 1930",Kentucky,1
C.J. Watson,2008,2017,G,6-2,175,"April 17, 1984",Tennessee,1
Earl Watson,2002,2014,G,6-1,195,"June 12, 1979",UCLA,1
Jamie Watson,1995,1999,F,6-7,190,"February 23, 1972",South Carolina,1
Paul Watson,2020,2022,G,6-6,210,"December 30, 1994",Fresno State,1
Peyton Watson,2023,2025,G-F,6-8,200,"September 11, 2002",UCLA,0
Ron Watts,1966,1967,F,6-6,210,"May 21, 1943",Wake Forest,1
Sam Watts,1971,1971,G,6-3,185,"March 14, 1948","Florida A&M, University of Great Falls",1
Slick Watts,1974,1979,G,6-1,175,"July 22, 1951",Xavier University of Louisiana,1
Maalik Wayns,2013,2014,G,6-2,200,"May 2, 1991",Villanova,1
David Wear,2015,2015,F,6-10,230,"September 21, 1990","UNC, UCLA",1
Travis Wear,2015,2018,F,6-10,230,"September 21, 1990","UNC, UCLA",1
Clarence Weatherspoon,1993,2005,F,6-6,240,"September 8, 1970",Southern Miss,1
Nick Weatherspoon,1974,1980,F,6-7,195,"July 20, 1950",Illinois,1
Quinndary Weatherspoon,2020,2022,G,6-3,205,"September 10, 1996",Mississippi State,0
Kyle Weaver,2009,2011,G,6-6,201,"February 18, 1986",Washington State,1
James Webb III,2018,2018,F,6-9,202,"August 19, 1993",Boise State,1
Jeff Webb,1971,1972,G,6-4,170,"July 6, 1948",Kansas State,1
Marcus Webb,1993,1993,F-C,6-9,255,"May 9, 1970",Alabama,1
Spud Webb,1986,1998,G,5-6,133,"July 13, 1963","Midland College, NC State",1
Chris Webber,1994,2008,F-C,6-10,245,"March 1, 1973",Michigan,1
Briante Weber,2016,2018,G,6-2,165,"December 29, 1992",VCU,1
Jake Weber,1947,1947,C,6-6,225,"March 18, 1918",Purdue,1
Elnardo Webster,1972,1972,F,6-5,190,"March 6, 1948","Wharton County Junior College, Saint Peter's College",1
Jeff Webster,1996,1996,F,6-8,232,"February 19, 1971",Oklahoma,1
Martell Webster,2006,2015,G-F,6-7,230,"December 4, 1986",,1
Marvin Webster,1976,1987,C,7-1,225,"April 13, 1952",Morgan State University,1
Scott Wedman,1975,1987,F-G,6-7,215,"July 29, 1952",Colorado,1
Sonny Weems,2009,2016,G-F,6-6,205,"July 8, 1986",Arkansas,1
Dick Wehr,1949,1949,F,6-4,180,"December 9, 1925",Rice University,1
Brant Weidner,1984,1984,F,6-9,230,"October 28, 1960",William & Mary,1
Bob Weiss,1966,1977,G,6-2,180,"May 7, 1942",Penn State,1
Rick Weitzman,1968,1968,G,6-2,175,"April 30, 1946",Northeastern University,1
Bonzi Wells,1999,2008,G-F,6-5,210,"September 28, 1976",Ball State University,1
Bubba Wells,1998,1998,F,6-5,230,"July 26, 1974",Austin Peay State University,1
Jaylen Wells,2025,2025,F,6-7,206,"August 26, 2003","Sonoma State University, Washington State",0
Owen Wells,1975,1975,F,6-7,200,"December 9, 1950",Detroit Mercy,1
Ralph Wells,1963,1963,G,6-1,180,"September 3, 1940",Northwestern,1
Chris Welp,1988,1990,C,7-0,245,"January 2, 1964",Washington,1
Jiří Welsch,2003,2006,G,6-7,208,"January 27, 1980",,1
Thomas Welsh,2019,2019,C,7-0,255,"February 3, 1996",UCLA,0
Victor Wembanyama,2024,2025,C-F,7-3,209,"January 4, 2004",,0
Bill Wennington,1986,2000,C,7-0,245,"April 26, 1963",St. John's,1
Matt Wenstrom,1994,1994,C,7-1,250,"November 4, 1970",UNC,1
Robert Werdann,1993,1997,C,6-11,250,"September 12, 1970",St. John's,1
Ray Wertis,1947,1948,G,5-11,,"July 30, 1923",St. John's,1
Blake Wesley,2023,2025,G,6-5,185,"March 16, 2003",Notre Dame,0
David Wesley,1994,2007,G,6-0,190,"November 14, 1970",Baylor,1
Walt Wesley,1967,1976,C,6-11,220,"January 25, 1945",Kansas,1
David West,2004,2018,F-C,6-9,250,"August 29, 1980",Xavier,1
Delonte West,2005,2012,G,6-4,180,"July 26, 1983",Saint Joseph's,1
Doug West,1990,2001,G-F,6-6,200,"May 27, 1967",Villanova,1
Jerry West,1961,1974,G,6-3,175,"May 28, 1938",West Virginia,1
Mario West,2008,2011,G,6-5,210,"June 19, 1984",Georgia Tech,1
Mark West,1984,2000,C-F,6-10,230,"November 5, 1960",Old Dominion,1
Roland West,1968,1968,G,6-4,178,"June 6, 1944",Cincinnati,1
Dexter Westbrook,1968,1968,F,6-8,190,,Providence,1
Russell Westbrook,2009,2025,G,6-4,200,"November 12, 1988",UCLA,0
Paul Westphal,1973,1984,G,6-4,195,"November 30, 1950",USC,1
John Wetzel,1968,1976,G-F,6-5,190,"October 22, 1944",Virginia Tech,1
Robert Whaley,2006,2006,C,6-10,260,"April 16, 1982","Barton County Community College, Cincinnati, Walsh University",1
Ennis Whatley,1984,1997,G,6-3,177,"August 11, 1962",Alabama,1
DeJuan Wheat,1998,1999,G,6-0,165,"October 14, 1973",Louisville,1
Clinton Wheeler,1988,1989,G,6-1,185,"October 27, 1959",William Paterson University,1
Tyson Wheeler,1999,1999,G,5-10,165,"October 8, 1975",Rhode Island,1
Skippy Whitaker,1955,1955,G,6-1,180,"August 29, 1930",Kentucky,1
Andrew White,2018,2018,G,6-7,210,"June 16, 1993","Nebraska, Syracuse",1
Coby White,2020,2025,G,6-5,195,"February 16, 2000",UNC,0
D.J. White,2009,2014,F,6-9,251,"August 31, 1986",Indiana,1
Derrick White,2018,2025,G,6-4,190,"July 2, 1994","Colorado-Colorado Springs, Colorado",0
Eric White,1988,1989,F,6-8,200,"December 30, 1965",Pepperdine,1
Herb White,1971,1971,G,6-2,195,"June 15, 1948",Georgia,1
Hubie White,1963,1971,G-F,6-4,205,"January 26, 1940",Villanova,1
Jack White,2023,2024,F,6-7,225,"August 5, 1997",Duke,0
Jahidi White,1999,2005,F-C,6-9,290,"February 19, 1976",Georgetown,1
