Player,#,Pos,Height,Weight,Birthdate,Age,Exp,School,How Acquired,Team Name,Player Link,Season
Kevin Porter Jr.,#3,G-F,6-4,203 lbs,"MAY 04, 2000",23,3,Southern California,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1629645/,2022-23
Jalen Green,#4,G,6-4,186 lbs,"FEB 09, 2002",21,1,NBA G League Ignite,#2 Pick in 2021 Draft,HOUSTON ROCKETS,https://www.nba.com/stats/player/1630224/,2022-23
D.J. Augustin,#4,G,5-11,183 lbs,"NOV 10, 1987",35,14,Texas,,HOUSTON ROCKETS,https://www.nba.com/stats/player/201571/,2022-23
Darius Days,#5,F,6-7,245 lbs,"OCT 20, 1999",23,R,Winnipeg Sea Bears,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1630620/,2022-23
KJ Martin,#6,F,6-7,215 lbs,"JAN 06, 2001",22,2,IMG Academy (FL),,HOUSTON ROCKETS,https://www.nba.com/stats/player/1630231/,2022-23
Jae'Sean Tate,#8,F,6-5,230 lbs,"OCT 28, 1995",27,2,Ohio State,Signed on 11/25/20,HOUSTON ROCKETS,https://www.nba.com/stats/player/1630256/,2022-23
Josh Christopher,#9,G,6-4,215 lbs,"DEC 08, 2001",21,1,Arizona State,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1630528/,2022-23
Trevor Hudgins,#12,G,6-0,180 lbs,"MAR 23, 1999",24,R,Northwest Missouri St.,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1631309/,2022-23
Daishen Nix,#15,G,6-4,226 lbs,"FEB 13, 2002",21,1,NBA G League Ignite,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1630227/,2022-23
Usman Garuba,#16,F,6-8,229 lbs,"MAR 09, 2002",21,1,Real Madrid,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1630586/,2022-23
Tari Eason,#17,F,6-8,215 lbs,"MAY 10, 2001",22,R,Louisiana State,#17 Pick in 2022 Draft,HOUSTON ROCKETS,https://www.nba.com/stats/player/1631106/,2022-23
Alperen Sengun,#28,C,6-11,243 lbs,"JUL 25, 2002",20,1,Besiktas,Draft Rights Traded from OKC on 07/30/21,HOUSTON ROCKETS,https://www.nba.com/stats/player/1630578/,2022-23
Frank Kaminsky,#33,F-C,7-0,240 lbs,"APR 04, 1993",30,7,Wisconsin,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1626163/,2022-23
Boban Marjanović,#51,C,7-4,290 lbs,"AUG 15, 1988",34,7,Crvena zvezda,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1626246/,2022-23
Jalen Green,#0,G,6-4,186 lbs,"FEB 09, 2002",20,R,NBA G League Ignite,#2 Pick in 2021 Draft,HOUSTON ROCKETS,https://www.nba.com/stats/player/1630224/,2021-22
John Wall,#1,G,6-3,210 lbs,"SEP 06, 1990",31,10,Kentucky,,HOUSTON ROCKETS,https://www.nba.com/stats/player/202322/,2021-22
David Nwaba,#2,G-F,6-5,219 lbs,"JAN 14, 1993",29,5,Cal Poly-Obispo,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1628021/,2021-22
Kevin Porter Jr.,#3,G-F,6-4,203 lbs,"MAY 04, 2000",22,2,Southern California,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1629645/,2021-22
KJ Martin,#6,F,6-5,215 lbs,"JAN 06, 2001",21,1,IMG Academy (FL),,HOUSTON ROCKETS,https://www.nba.com/stats/player/1630231/,2021-22
Jae'Sean Tate,#8,F,6-4,230 lbs,"OCT 28, 1995",26,1,Ohio State,Signed on 11/25/20,HOUSTON ROCKETS,https://www.nba.com/stats/player/1630256/,2021-22
Josh Christopher,#9,G,6-3,215 lbs,"DEC 08, 2001",20,R,Arizona State,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1630528/,2021-22
Eric Gordon,#10,G,6-3,215 lbs,"DEC 25, 1988",33,13,Indiana,,HOUSTON ROCKETS,https://www.nba.com/stats/player/201569/,2021-22
Daishen Nix,#15,G,6-4,226 lbs,"FEB 13, 2002",20,R,NBA G League Ignite,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1630227/,2021-22
Usman Garuba,#16,F,6-8,229 lbs,"MAR 09, 2002",20,R,Real Madrid,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1630586/,2021-22
Dennis Schröder,#17,G,6-1,172 lbs,"SEP 15, 1993",28,8,Braunschweig,,HOUSTON ROCKETS,https://www.nba.com/stats/player/203471/,2021-22
Bruno Fernando,#20,F-C,6-9,240 lbs,"AUG 15, 1998",23,2,Maryland,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1628981/,2021-22
Trevelin Queen,#21,G,6-6,190 lbs,"FEB 25, 1997",25,R,New Mexico State,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1630243/,2021-22
Garrison Mathews,#25,G,6-5,215 lbs,"OCT 24, 1996",25,2,Lipscomb,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1629726/,2021-22
Alperen Sengun,#28,C,6-10,243 lbs,"JUL 25, 2002",19,R,Besiktas,Draft Rights Traded from OKC on 07/30/21,HOUSTON ROCKETS,https://www.nba.com/stats/player/1630578/,2021-22
Anthony Lamb,#33,F,6-6,227 lbs,"JAN 20, 1998",24,1,Vermont,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1630237/,2021-22
Christian Wood,#35,F,6-9,214 lbs,"SEP 27, 1995",26,5,UNLV,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1626174/,2021-22
D.J. Wilson,#00,F,6-10,231 lbs,"FEB 19, 1996",25,3,Michigan,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1628391/,2020-21
Sterling Brown,#0,G-F,6-5,219 lbs,"FEB 10, 1995",26,3,Southern Methodist,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1628425/,2020-21
John Wall,#1,G,6-3,210 lbs,"SEP 06, 1990",30,9,Kentucky,,HOUSTON ROCKETS,https://www.nba.com/stats/player/202322/,2020-21
David Nwaba,#2,G-F,6-5,219 lbs,"JAN 14, 1993",28,4,Cal Poly-Obispo,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1628021/,2020-21
Kevin Porter Jr.,#3,G-F,6-4,203 lbs,"MAY 04, 2000",21,1,Southern California,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1629645/,2020-21
Danuel House Jr.,#4,F-G,6-6,220 lbs,"JUN 07, 1993",28,4,Texas A&M,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1627863/,2020-21
Danté Exum,#5,G,6-5,214 lbs,"JUL 13, 1995",25,5,Australian Institute of Sport,,HOUSTON ROCKETS,https://www.nba.com/stats/player/203957/,2020-21
KJ Martin,#6,F,6-6,215 lbs,"JAN 06, 2001",20,R,IMG Academy (FL),,HOUSTON ROCKETS,https://www.nba.com/stats/player/1630231/,2020-21
Armoni Brooks,#7,G,6-3,195 lbs,"JUN 05, 1998",23,R,Houston,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1629717/,2020-21
Jae'Sean Tate,#8,F,6-4,230 lbs,"OCT 28, 1995",25,R,Ohio State,Signed on 11/25/20,HOUSTON ROCKETS,https://www.nba.com/stats/player/1630256/,2020-21
Avery Bradley,#9,G,6-3,180 lbs,"NOV 26, 1990",30,10,University of Texas at Austin,,HOUSTON ROCKETS,https://www.nba.com/stats/player/202340/,2020-21
Eric Gordon,#10,G,6-3,215 lbs,"DEC 25, 1988",32,12,Indiana,,HOUSTON ROCKETS,https://www.nba.com/stats/player/201569/,2020-21
Khyri Thomas,#13,G,6-3,210 lbs,"MAY 08, 1996",25,2,Creighton,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1629017/,2020-21
D.J. Augustin,#14,G,5-11,183 lbs,"NOV 10, 1987",33,12,Texas,,HOUSTON ROCKETS,https://www.nba.com/stats/player/201571/,2020-21
Anthony Lamb,#33,F,6-6,227 lbs,"JAN 20, 1998",23,R,Vermont,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1630237/,2020-21
Christian Wood,#35,F,6-10,214 lbs,"SEP 27, 1995",25,4,UNLV,,HOUSTON ROCKETS,https://www.nba.com/stats/player/1626174/,2020-21
Kelly Olynyk,#41,F-C,6-11,240 lbs,"APR 19, 1991",30,7,Gonzaga,,HOUSTON ROCKETS,https://www.nba.com/stats/player/203482/,2020-21
Jaylen Wells,#0,F,6-8,lbs,"AUG 26, 2003",21,R,Washington State,#39 Pick in 2024 Draft,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1642377/,2024-25
Scotty Pippen Jr.,#1,G,6-1,170 lbs,"NOV 10, 2000",24,2,Vanderbilt,Signed on 01/16/24,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630590/,2024-25
Jake LaRavia,#3,F,6-7,235 lbs,"NOV 03, 2001",23,2,Wake Forest,Draft Rights Traded from MIN on 06/24/22,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1631222/,2024-25
Vince Williams Jr.,#5,G,6-4,205 lbs,"AUG 30, 2000",24,2,Virginia Commonwealth,#47 Pick in 2022 Draft,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1631246/,2024-25
Santi Aldama,#7,F-C,7-0,215 lbs,"JAN 10, 2001",23,3,Loyola-Maryland,Draft Rights Traded from UTA on 08/07/21,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630583/,2024-25
Colin Castleton,#8,C,6-10,250 lbs,"MAY 25, 2000",24,1,Florida,Signed on 10/30/24,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630658/,2024-25
Luke Kennard,#10,G,6-5,206 lbs,"JUN 24, 1996",28,7,Duke,Traded from LAC on 02/09/23,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1628379/,2024-25
Ja Morant,#12,G,6-2,174 lbs,"AUG 10, 1999",25,5,Murray State,#2 Pick in 2019 Draft,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1629630/,2024-25
Jaren Jackson Jr.,#13,F-C,6-10,242 lbs,"SEP 15, 1999",25,6,Michigan State,#4 Pick in 2018 Draft,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1628991/,2024-25
Zach Edey,#14,C,7-4,305 lbs,"MAY 14, 2002",22,R,Purdue,#9 Pick in 2024 Draft,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1641744/,2024-25
Brandon Clarke,#15,F,6-8,215 lbs,"SEP 19, 1996",28,5,Gonzaga,Draft Rights Traded from OKC on 07/06/19,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1629634/,2024-25
Yuki Kawamura,#17,G,5-8,159 lbs,"MAY 02, 2001",23,R,,Signed on 09/06/24,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1642530/,2024-25
Desmond Bane,#22,G,6-5,215 lbs,"JUN 25, 1998",26,4,TCU,Draft Rights Traded from BOS on 11/20/20,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630217/,2024-25
Cam Spencer,#24,G,6-4,205 lbs,"APR 06, 2000",24,R,Connecticut,Draft Rights Traded from DET on 07/06/24,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1642285/,2024-25
Jay Huff,#30,C,7-1,240 lbs,"AUG 25, 1997",27,3,Virginia,Signed on 07/24/24,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630643/,2024-25
Marcus Smart,#36,G,6-3,220 lbs,"MAR 06, 1994",30,10,Oklahoma State,Traded from BOS on 06/23/23,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/203935/,2024-25
GG Jackson,#45,F,6-9,210 lbs,"DEC 17, 2004",20,1,South Carolina,#45 Pick in 2023 Draft,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1641713/,2024-25
John Konchar,#46,G,6-5,210 lbs,"MAR 22, 1996",28,5,Indiana-Purdue Fort Wayne,Signed on 07/07/19,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1629723/,2024-25
Jordan Goodwin,#0,G,6-4,200 lbs,"OCT 23, 1998",25,2,St. Louis,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630692/,2023-24
Scotty Pippen Jr.,#1,G,6-1,170 lbs,"NOV 10, 2000",23,1,Vanderbilt,Signed on 01/16/24,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630590/,2023-24
Jake LaRavia,#3,F,6-7,235 lbs,"NOV 03, 2001",22,1,Wake Forest,Draft Rights Traded from MIN on 06/24/22,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1631222/,2023-24
Vince Williams Jr.,#5,G,6-4,205 lbs,"AUG 30, 2000",23,1,Virginia Commonwealth,#47 Pick in 2022 Draft,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1631246/,2023-24
Santi Aldama,#7,F-C,7-0,215 lbs,"JAN 10, 2001",23,2,Loyola-Maryland,Draft Rights Traded from UTA on 08/07/21,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630583/,2023-24
Ziaire Williams,#8,F,6-9,185 lbs,"SEP 12, 2001",22,2,Stanford,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630533/,2023-24
Luke Kennard,#10,G,6-5,206 lbs,"JUN 24, 1996",28,6,Duke,Traded from LAC on 02/09/23,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1628379/,2023-24
Ja Morant,#12,G,6-2,174 lbs,"AUG 10, 1999",24,4,Murray State,#2 Pick in 2019 Draft,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1629630/,2023-24
Jaren Jackson Jr.,#13,F-C,6-10,242 lbs,"SEP 15, 1999",24,5,Michigan State,#4 Pick in 2018 Draft,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1628991/,2023-24
Brandon Clarke,#15,F,6-8,215 lbs,"SEP 19, 1996",27,4,Gonzaga,Draft Rights Traded from OKC on 07/06/19,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1629634/,2023-24
Yuta Watanabe,#18,G-F,6-9,215 lbs,"OCT 13, 1994",29,5,George Washington,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1629139/,2023-24
Desmond Bane,#22,G,6-5,215 lbs,"JUN 25, 1998",26,3,TCU,Draft Rights Traded from BOS on 11/20/20,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630217/,2023-24
Derrick Rose,#23,G,6-3,200 lbs,"OCT 04, 1988",35,14,Memphis,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/201565/,2023-24
Lamar Stevens,#24,F,6-7,230 lbs,"JUL 09, 1997",26,3,Penn State,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630205/,2023-24
Marcus Smart,#36,G,6-3,220 lbs,"MAR 06, 1994",30,9,Oklahoma State,Traded from BOS on 06/23/23,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/203935/,2023-24
GG Jackson,#45,F,6-9,210 lbs,"DEC 17, 2004",19,R,South Carolina,#45 Pick in 2023 Draft,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1641713/,2023-24
John Konchar,#46,G,6-5,210 lbs,"MAR 22, 1996",28,4,Indiana-Purdue Fort Wayne,Signed on 07/07/19,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1629723/,2023-24
Trey Jemison III,#55,C,6-10,260 lbs,"NOV 28, 1999",24,R,Alabama-Birmingham,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1641998/,2023-24
Jacob Gilyard,#,G,5-9,160 lbs,"JUL 14, 1998",24,R,Richmond,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1631367/,2022-23
Xavier Tillman,#2,F,6-7,245 lbs,"JAN 12, 1999",24,2,Michigan State,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630214/,2022-23
Jake LaRavia,#3,F,6-7,235 lbs,"NOV 03, 2001",21,R,Wake Forest,Draft Rights Traded from MIN on 06/24/22,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1631222/,2022-23
Steven Adams,#4,C,6-11,265 lbs,"JUL 20, 1993",29,9,Pittsburgh,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/203500/,2022-23
Vince Williams Jr.,#5,G,6-4,205 lbs,"AUG 30, 2000",22,R,Virginia Commonwealth,#47 Pick in 2022 Draft,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1631246/,2022-23
Kenneth Lofton Jr.,#6,F,6-6,275 lbs,"AUG 14, 2002",20,R,Louisiana Tech,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1631254/,2022-23
Santi Aldama,#7,F-C,7-0,215 lbs,"JAN 10, 2001",22,1,Loyola-Maryland,Draft Rights Traded from UTA on 08/07/21,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630583/,2022-23
Ziaire Williams,#8,F,6-9,185 lbs,"SEP 12, 2001",21,1,Stanford,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630533/,2022-23
Luke Kennard,#10,G,6-5,206 lbs,"JUN 24, 1996",27,5,Duke,Traded from LAC on 02/09/23,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1628379/,2022-23
Ja Morant,#12,G,6-2,174 lbs,"AUG 10, 1999",23,3,Murray State,#2 Pick in 2019 Draft,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1629630/,2022-23
Jaren Jackson Jr.,#13,F-C,6-10,242 lbs,"SEP 15, 1999",23,4,Michigan State,#4 Pick in 2018 Draft,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1628991/,2022-23
Brandon Clarke,#15,F,6-8,215 lbs,"SEP 19, 1996",26,3,Gonzaga,Draft Rights Traded from OKC on 07/06/19,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1629634/,2022-23
Tyus Jones,#21,G,6-2,196 lbs,"MAY 10, 1996",27,7,Duke,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1626145/,2022-23
Desmond Bane,#22,G,6-5,215 lbs,"JUN 25, 1998",25,2,TCU,Draft Rights Traded from BOS on 11/20/20,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630217/,2022-23
Dillon Brooks,#24,G-F,6-6,225 lbs,"JAN 22, 1996",27,5,Oregon,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1628415/,2022-23
David Roddy,#27,F,6-4,255 lbs,"MAR 27, 2001",22,R,Colorado State,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1631223/,2022-23
John Konchar,#46,G,6-5,210 lbs,"MAR 22, 1996",27,3,Indiana-Purdue Fort Wayne,Signed on 07/07/19,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1629723/,2022-23
De'Anthony Melton,#0,G,6-2,200 lbs,"MAY 28, 1998",24,3,Southern California,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1629001/,2021-22
Kyle Anderson,#1,F-G,6-9,230 lbs,"SEP 20, 1993",28,7,UCLA,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/203937/,2021-22
Xavier Tillman,#2,F,6-8,245 lbs,"JAN 12, 1999",23,1,Michigan State,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630214/,2021-22
Tyrell Terry,#3,G,6-2,160 lbs,"SEP 28, 2000",21,1,Stanford,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630179/,2021-22
Steven Adams,#4,C,6-11,265 lbs,"JUL 20, 1993",28,8,Pittsburgh,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/203500/,2021-22
Yves Pons,#5,F,6-5,206 lbs,"MAY 07, 1999",23,R,Tennessee,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630582/,2021-22
Santi Aldama,#7,F-C,6-11,215 lbs,"JAN 10, 2001",21,R,Loyola-Maryland,Draft Rights Traded from UTA on 08/07/21,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630583/,2021-22
Ziaire Williams,#8,F,6-9,185 lbs,"SEP 12, 2001",20,R,Stanford,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630533/,2021-22
Ja Morant,#12,G,6-3,174 lbs,"AUG 10, 1999",22,2,Murray State,#2 Pick in 2019 Draft,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1629630/,2021-22
Jaren Jackson Jr.,#13,F-C,6-11,242 lbs,"SEP 15, 1999",22,3,Michigan State,#4 Pick in 2018 Draft,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1628991/,2021-22
Brandon Clarke,#15,F,6-8,215 lbs,"SEP 19, 1996",25,2,Gonzaga,Draft Rights Traded from OKC on 07/06/19,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1629634/,2021-22
Tyus Jones,#21,G,6-0,196 lbs,"MAY 10, 1996",26,6,Duke,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1626145/,2021-22
Desmond Bane,#22,G,6-5,215 lbs,"JUN 25, 1998",24,1,TCU,Draft Rights Traded from BOS on 11/20/20,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630217/,2021-22
Jarrett Culver,#23,G-F,6-6,195 lbs,"FEB 20, 1999",23,2,Texas Tech,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1629633/,2021-22
Dillon Brooks,#24,G-F,6-7,225 lbs,"JAN 22, 1996",26,4,Oregon,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1628415/,2021-22
Killian Tillie,#35,F-C,6-9,220 lbs,"MAR 05, 1998",24,1,Gonzaga,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1629681/,2021-22
John Konchar,#46,G,6-5,210 lbs,"MAR 22, 1996",26,2,Indiana-Purdue Fort Wayne,Signed on 07/07/19,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1629723/,2021-22
De'Anthony Melton,#0,G,6-2,200 lbs,"MAY 28, 1998",23,2,Southern California,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1629001/,2020-21
Kyle Anderson,#1,F-G,6-9,230 lbs,"SEP 20, 1993",27,6,UCLA,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/203937/,2020-21
Xavier Tillman,#2,F,6-8,245 lbs,"JAN 12, 1999",22,R,Michigan State,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630214/,2020-21
Grayson Allen,#3,G,6-4,198 lbs,"OCT 08, 1995",25,2,Duke,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1628960/,2020-21
Jontay Porter,#4,C-F,6-11,240 lbs,"NOV 15, 1999",21,R,Missouri,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1629007/,2020-21
Justise Winslow,#7,F-G,6-6,222 lbs,"MAR 26, 1996",25,5,Duke,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1626159/,2020-21
Tim Frazier,#10,G,6-0,170 lbs,"NOV 01, 1990",30,6,Penn State,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/204025/,2020-21
Ja Morant,#12,G,6-3,174 lbs,"AUG 10, 1999",21,1,Murray State,#2 Pick in 2019 Draft,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1629630/,2020-21
Jaren Jackson Jr.,#13,F-C,6-11,242 lbs,"SEP 15, 1999",21,2,Michigan State,#4 Pick in 2018 Draft,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1628991/,2020-21
Brandon Clarke,#15,F,6-8,215 lbs,"SEP 19, 1996",24,1,Gonzaga,Draft Rights Traded from OKC on 07/06/19,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1629634/,2020-21
Jonas Valančiūnas,#17,C,6-11,265 lbs,"MAY 06, 1992",29,8,Lietuvos rytas Vilnius,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/202685/,2020-21
Tyus Jones,#21,G,6-0,196 lbs,"MAY 10, 1996",25,5,Duke,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1626145/,2020-21
Desmond Bane,#22,G,6-5,215 lbs,"JUN 25, 1998",23,R,TCU,Draft Rights Traded from BOS on 11/20/20,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630217/,2020-21
Dillon Brooks,#24,G-F,6-7,225 lbs,"JAN 22, 1996",25,3,Oregon,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1628415/,2020-21
Sean McDermott,#30,F,6-6,195 lbs,"NOV 03, 1996",24,R,Butler,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1630253/,2020-21
Killian Tillie,#35,F-C,6-9,220 lbs,"MAR 05, 1998",23,R,Gonzaga,,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1629681/,2020-21
John Konchar,#46,G,6-5,210 lbs,"MAR 22, 1996",25,1,Indiana-Purdue Fort Wayne,Signed on 07/07/19,MEMPHIS GRIZZLIES,https://www.nba.com/stats/player/1629723/,2020-21
Zion Williamson,#1,F,6-6,284 lbs,"JUL 06, 2000",24,4,Duke,#1 Pick in 2019 Draft,NEW ORLEANS PELICANS,https://www.nba.com/stats/player/1629627/,2024-25
Herbert Jones,#2,F,6-7,206 lbs,"OCT 06, 1998",26,3,Alabama,#35 Pick in 2021 Draft,NEW ORLEANS PELICANS,https://www.nba.com/stats/player/1630529/,2024-25
CJ McCollum,#3,G,6-3,190 lbs,"SEP 19, 1991",33,11,Lehigh,Traded from POR on 02/08/22,NEW ORLEANS PELICANS,https://www.nba.com/stats/player/203468/,2024-25
Javonte Green,#4,G,6-5,205 lbs,"JUL 23, 1993",31,5,Radford,Signed on 08/22/24,NEW ORLEANS PELICANS,https://www.nba.com/stats/player/1629750/,2024-25
Dejounte Murray,#5,G,6-4,180 lbs,"SEP 19, 1996",28,7,Washington,Traded from ATL on 07/06/24,NEW ORLEANS PELICANS,https://www.nba.com/stats/player/1627749/,2024-25
Jamal Cain,#8,F,6-6,191 lbs,"MAR 20, 1999",25,2,Oakland,Signed on 07/12/24,NEW ORLEANS PELICANS,https://www.nba.com/stats/player/1631288/,2024-25
Daniel Theis,#10,F-C,6-8,245 lbs,"APR 04, 1992",32,7,Brose Bamberg,Signed on 07/09/24,NEW ORLEANS PELICANS,https://www.nba.com/stats/player/1628464/,2024-25
Brandon Boston,#11,G,6-6,188 lbs,"NOV 28, 2001",23,3,Kentucky,Awarded on Waivers on 10/21/24,NEW ORLEANS PELICANS,https://www.nba.com/stats/player/1630527/,2024-25
Antonio Reeves,#12,G,6-5,205 lbs,"NOV 20, 2002",22,R,Kentucky,Draft Rights Traded from ORL on 06/27/24,NEW ORLEANS PELICANS,https://www.nba.com/stats/player/1641810/,2024-25
Brandon Ingram,#14,F,6-8,190 lbs,"SEP 02, 1997",27,8,Duke,Traded from LAL on 07/06/19,NEW ORLEANS PELICANS,https://www.nba.com/stats/player/1627742/,2024-25
Jose Alvarado,#15,G,6-0,179 lbs,"APR 12, 1998",26,3,Georgia Tech,Signed on 08/18/21,NEW ORLEANS PELICANS,https://www.nba.com/stats/player/1630631/,2024-25
Karlo Matković,#17,F-C,6-10,231 lbs,"MAR 30, 2001",23,R,Mega Basket,#52 Pick in 2022 Draft,NEW ORLEANS PELICANS,https://www.nba.com/stats/player/1631255/,2024-25
Yves Missi,#21,C,6-11,235 lbs,"MAY 14, 2004",20,R,Baylor,#21 Pick in 2024 Draft,NEW ORLEANS PELICANS,https://www.nba.com/stats/player/1642274/,2024-25
Jordan Hawkins,#24,G,6-5,190 lbs,"APR 29, 2002",22,1,Connecticut,#14 Pick in 2023 Draft,NEW ORLEANS PELICANS,https://www.nba.com/stats/player/1641722/,2024-25
Trey Murphy III,#25,F,6-8,206 lbs,"JUN 18, 2000",24,3,Virginia,Draft Rights Traded from MEM on 08/07/21,NEW ORLEANS PELICANS,https://www.nba.com/stats/player/1630530/,2024-25
